time,actual_call,actual_sla_v,actual_agent,predicted_agent,predicted_call
2019-07-14 06:30:00,10,9,9.664706081314348,7,14
2019-07-14 07:00:00,12,12,15.87396,9,22
2019-07-14 07:30:00,34,34,20.026807092869603,12,35
2019-07-14 08:00:00,45,45,22.91669111111111,16,55
2019-07-14 08:30:00,59,59,26.74333877822941,24,91
2019-07-14 09:00:00,89,89,31.333846552492126,31,125
2019-07-14 09:30:00,82,82,31.553209355386837,31,127
2019-07-14 10:00:00,72,72,27.801593333333326,32,135
2019-07-14 10:30:00,104,104,28.043114925089146,32,133
2019-07-14 11:00:00,104,104,30.04615388888888,32,134
2019-07-14 11:30:00,110,110,32.52541268268948,31,125
2019-07-14 12:00:00,100,100,33.35149747493961,35,143
2019-07-14 12:30:00,77,77,35.78053483859606,32,132
2019-07-14 13:00:00,88,88,36.907331666666664,31,124
2019-07-14 13:30:00,104,104,41.914804284000624,31,123
2019-07-14 14:00:00,80,80,47.85735051454052,29,122
2019-07-14 14:30:00,86,86,46.29301666666666,29,117
2019-07-14 15:00:00,92,92,50.87076777777777,31,123
2019-07-14 15:30:00,78,78,49.789050555555555,28,112
2019-07-14 16:00:00,70,70,52.20765864663521,27,107
2019-07-14 16:30:00,67,67,44.452914444444446,25,102
2019-07-14 17:00:00,69,69,38.19716342185465,25,99
2019-07-14 17:30:00,68,68,32.99718166666666,24,94
2019-07-14 18:00:00,62,62,34.327197572493645,24,94
2019-07-14 18:30:00,56,56,23.62510888888889,24,89
2019-07-14 19:00:00,50,50,20.745009395634714,19,67
2019-07-14 19:30:00,35,35,17.911272222222223,21,76
2019-07-14 20:00:00,40,40,21.937380520852923,20,70
2019-07-14 20:30:00,45,45,21.78633111111111,19,68
2019-07-14 21:00:00,49,49,22.933941428914775,20,72
2019-07-14 21:30:00,38,38,19.795182222222223,17,61
2019-07-14 22:00:00,50,50,23.676455159282998,16,51
2019-07-14 22:30:00,18,18,26.033997222222222,13,41
2019-07-14 23:00:00,12,12,26.275128989269888,12,34
2019-07-14 23:30:00,17,17,8.680283333333334,9,23
2019-07-15 00:00:00,32,30,9.791380555555556,9,23
2019-07-15 00:30:00,20,20,9.971601111111111,7,16
2019-07-15 01:00:00,8,8,9.280119444444445,7,12
2019-07-15 01:30:00,5,5,7.1184899999999995,5,9
2019-07-15 02:00:00,2,2,6.966405,4,6
2019-07-15 02:30:00,2,2,6.969589444444444,4,5
2019-07-15 03:00:00,6,6,7.328676111111111,3,2
2019-07-15 03:30:00,0,0,6.873938888888889,4,3
2019-07-15 04:00:00,1,1,6.107580555555556,4,3
2019-07-15 04:30:00,3,3,9.526642222222222,4,3
2019-07-15 05:00:00,2,2,9.975232222222221,4,4
2019-07-15 05:30:00,3,3,9.59603111111111,4,5
2019-07-15 06:00:00,17,17,9.49931611111111,5,10
2019-07-15 06:30:00,18,18,15.948055490641515,8,20
2019-07-15 07:00:00,19,19,21.43101229420245,11,29
2019-07-15 07:30:00,33,33,28.30029826806317,15,47
2019-07-15 08:00:00,83,83,32.00140833333333,25,98
2019-07-15 08:30:00,121,121,40.089028374863595,39,167
2019-07-15 09:00:00,155,155,49.54911921852837,52,238
2019-07-15 09:30:00,185,185,52.02746679752612,57,266
2019-07-15 10:00:00,193,193,51.526410775238766,60,277
2019-07-15 10:30:00,228,158,49.819169281500024,64,301
2019-07-15 11:00:00,217,200,48.112819733647235,60,280
2019-07-15 11:30:00,186,186,54.7465745060075,59,269
2019-07-15 12:00:00,191,191,54.036953888888895,55,254
2019-07-15 12:30:00,199,199,57.39819626207205,55,248
2019-07-15 13:00:00,222,222,53.548118888888894,56,255
2019-07-15 13:30:00,204,204,61.028077690383135,57,264
2019-07-15 14:00:00,214,214,65.9452333207896,55,250
2019-07-15 14:30:00,184,184,67.88203166666668,55,250
2019-07-15 15:00:00,211,211,78.85935944444442,53,241
2019-07-15 15:30:00,175,175,76.85803055555557,51,232
2019-07-15 16:00:00,190,190,72.26075427350428,49,222
2019-07-15 16:30:00,197,197,65.37530005513574,47,211
2019-07-15 17:00:00,186,186,60.09006123156135,44,192
2019-07-15 17:30:00,150,150,51.83072166666666,39,169
2019-07-15 18:00:00,121,117,51.925824636932475,37,160
2019-07-15 18:30:00,111,111,35.57406555555556,37,157
2019-07-15 19:00:00,92,92,43.62798119076617,31,126
2019-07-15 19:30:00,81,81,30.88567923821654,29,120
2019-07-15 20:00:00,59,59,30.76857139734076,28,111
2019-07-15 20:30:00,76,76,27.429542777777776,25,102
2019-07-15 21:00:00,67,67,28.371572113988673,25,97
2019-07-15 21:30:00,63,63,24.352021111111114,21,82
2019-07-15 22:00:00,40,40,29.51211286952269,19,66
2019-07-15 22:30:00,29,29,29.196441503600862,15,48
2019-07-15 23:00:00,29,27,29.157743892978893,12,35
2019-07-15 23:30:00,19,17,10.455062222222223,9,26
2019-07-16 00:00:00,22,22,10.885813333333333,11,29
2019-07-16 00:30:00,16,16,10.516020000000001,7,15
2019-07-16 01:00:00,7,7,10.112643104807038,7,14
2019-07-16 01:30:00,2,2,9.621809444444445,5,10
2019-07-16 02:00:00,1,1,7.065069444444444,5,7
2019-07-16 02:30:00,4,4,6.622346111111112,4,4
2019-07-16 03:00:00,2,2,8.23190111111111,4,3
2019-07-16 03:30:00,0,0,7.580848333333333,4,3
2019-07-16 04:00:00,1,1,7.867415555555556,3,2
2019-07-16 04:30:00,0,0,10.483566111111111,4,3
2019-07-16 05:00:00,0,0,10.995753888888888,3,2
2019-07-16 05:30:00,1,1,10.456937222222223,4,4
2019-07-16 06:00:00,9,9,10.315595555555555,5,9
2019-07-16 06:30:00,9,9,15.578107737813054,7,14
2019-07-16 07:00:00,25,25,19.874880101772867,9,22
2019-07-16 07:30:00,17,17,29.170084646126746,12,35
2019-07-16 08:00:00,56,56,26.438575555555555,16,55
2019-07-16 08:30:00,72,72,39.77389617593859,24,91
2019-07-16 09:00:00,118,118,45.82637275361842,31,125
2019-07-16 09:30:00,133,133,45.576333678950036,31,127
2019-07-16 10:00:00,126,126,43.4944032517855,32,135
2019-07-16 10:30:00,123,123,44.67758639966536,32,133
2019-07-16 11:00:00,121,121,44.62616368156211,32,134
2019-07-16 11:30:00,124,124,48.71422616307855,31,125
2019-07-16 12:00:00,132,132,46.150300555555546,35,143
2019-07-16 12:30:00,98,98,46.681077714871,32,132
2019-07-16 13:00:00,116,116,46.89766833333333,31,124
2019-07-16 13:30:00,113,113,56.04434851373427,31,123
2019-07-16 14:00:00,95,95,57.93572944444445,29,122
2019-07-16 14:30:00,100,100,56.283115,29,117
2019-07-16 15:00:00,115,115,67.06899555555556,31,123
2019-07-16 15:30:00,100,100,67.31865777777777,28,112
2019-07-16 16:00:00,83,83,62.24454600258125,27,107
2019-07-16 16:30:00,96,96,57.53852444444444,25,102
2019-07-16 17:00:00,83,83,50.828855885276475,25,99
2019-07-16 17:30:00,93,93,33.43561944444444,24,94
2019-07-16 18:00:00,77,77,34.22253932940033,24,94
2019-07-16 18:30:00,57,57,25.04992388888889,24,89
2019-07-16 19:00:00,58,58,30.046255216253005,19,67
2019-07-16 19:30:00,49,49,27.519196666666666,21,76
2019-07-16 20:00:00,46,46,25.78481722222222,20,70
2019-07-16 20:30:00,33,33,24.99411388888889,19,68
2019-07-16 21:00:00,49,49,23.57879611111111,20,72
2019-07-16 21:30:00,47,47,22.486262777777778,17,61
2019-07-16 22:00:00,39,39,28.1752959117868,16,51
2019-07-16 22:30:00,27,27,25.671595000000003,13,41
2019-07-16 23:00:00,19,19,24.125204602081844,12,34
2019-07-16 23:30:00,24,20,9.253790555555556,9,23
2019-07-17 00:00:00,18,18,9.0,9,23
2019-07-17 00:30:00,9,9,8.678197777777779,7,16
2019-07-17 01:00:00,10,10,8.98860611111111,7,12
2019-07-17 01:30:00,5,5,5.582875,5,9
2019-07-17 02:00:00,7,7,5.873057222222222,4,6
2019-07-17 02:30:00,2,2,5.491432777777778,4,5
2019-07-17 03:00:00,1,1,6.000876666666667,3,2
2019-07-17 03:30:00,0,0,6.0065638888888895,4,3
2019-07-17 04:00:00,0,0,5.744541666666667,4,3
2019-07-17 04:30:00,1,1,8.955397777777778,4,3
2019-07-17 05:00:00,1,1,8.933835,4,4
2019-07-17 05:30:00,1,1,7.992821111111111,4,5
2019-07-17 06:00:00,5,5,8.308166299552262,5,10
2019-07-17 06:30:00,13,13,15.344446835929945,8,20
2019-07-17 07:00:00,19,19,21.5432701674082,11,29
2019-07-17 07:30:00,39,39,35.941250978529965,15,47
2019-07-17 08:00:00,71,71,33.91128291812103,25,98
2019-07-17 08:30:00,124,124,43.63680266718158,39,167
2019-07-17 09:00:00,172,172,51.859970524829876,52,238
2019-07-17 09:30:00,184,184,52.83889665790836,57,266
2019-07-17 10:00:00,197,197,50.03500411407843,60,277
2019-07-17 10:30:00,168,168,50.69622689631524,64,301
2019-07-17 11:00:00,211,205,49.89501702196695,60,280
2019-07-17 11:30:00,190,190,53.500303035196374,59,269
2019-07-17 12:00:00,205,205,51.21797055555556,55,254
2019-07-17 12:30:00,203,203,50.33203162994859,55,248
2019-07-17 13:00:00,178,178,54.432867222222235,56,255
2019-07-17 13:30:00,220,219,66.48692882874417,57,264
2019-07-17 14:00:00,182,182,64.01543573602704,55,250
2019-07-17 14:30:00,203,203,62.94217722222221,55,250
2019-07-17 15:00:00,217,217,74.79762055555554,53,241
2019-07-17 15:30:00,175,175,72.405555,51,232
2019-07-17 16:00:00,196,196,70.94288611111111,49,222
2019-07-17 16:30:00,170,170,59.04543388888889,47,211
2019-07-17 17:00:00,156,156,56.6125614848713,44,192
2019-07-17 17:30:00,136,136,51.13098055555555,39,169
2019-07-17 18:00:00,100,100,53.2314662663448,37,160
2019-07-17 18:30:00,111,111,30.101354963689097,37,157
2019-07-17 19:00:00,96,96,34.274639331769144,31,126
2019-07-17 19:30:00,94,94,26.982649870523222,29,120
2019-07-17 20:00:00,90,85,25.99986555555556,28,111
2019-07-17 20:30:00,86,85,23.70171444444444,25,102
2019-07-17 21:00:00,81,70,26.109036356338784,25,97
2019-07-17 21:30:00,57,57,22.588966881790057,21,82
2019-07-17 22:00:00,61,59,25.091163818967186,19,66
2019-07-17 22:30:00,31,31,23.34350277777778,15,48
2019-07-17 23:00:00,32,29,23.50766033626021,12,35
2019-07-17 23:30:00,24,24,8.179368888888888,9,26
2019-07-18 00:00:00,29,23,7.9520744444444444,9,23
2019-07-18 00:30:00,21,21,7.903543888888889,7,16
2019-07-18 01:00:00,5,5,8.0,7,12
2019-07-18 01:30:00,9,9,6.015336666666666,5,9
2019-07-18 02:00:00,1,1,5.771268888888889,4,6
2019-07-18 02:30:00,4,4,4.880451111111111,4,5
2019-07-18 03:00:00,2,2,5.036136666666667,3,2
2019-07-18 03:30:00,2,2,4.670428888888889,4,3
2019-07-18 04:00:00,1,1,5.269368333333333,4,3
2019-07-18 04:30:00,2,2,7.507643888888889,4,3
2019-07-18 05:00:00,4,4,7.256122777777779,4,4
2019-07-18 05:30:00,3,3,7.869808333333333,4,5
2019-07-18 06:00:00,6,6,7.748027222222222,5,10
2019-07-18 06:30:00,23,23,13.877807934836984,8,20
2019-07-18 07:00:00,28,28,20.033121779302903,11,29
2019-07-18 07:30:00,53,53,25.860533895656577,15,47
2019-07-18 08:00:00,93,93,30.247604560114915,25,98
2019-07-18 08:30:00,163,153,40.5674643913107,39,167
2019-07-18 09:00:00,193,192,48.48567557054655,52,238
2019-07-18 09:30:00,247,244,51.292534960065815,57,266
2019-07-18 10:00:00,244,221,49.11749777777778,60,277
2019-07-18 10:30:00,269,177,51.103062790308,64,301
2019-07-18 11:00:00,292,19,52.884021666666655,60,280
2019-07-18 11:30:00,249,121,51.73833959578848,59,269
2019-07-18 12:00:00,242,124,50.34858833189726,55,254
2019-07-18 12:30:00,217,217,51.180159115234524,55,248
2019-07-18 13:00:00,239,238,52.904654444444446,56,255
2019-07-18 13:30:00,249,248,61.73883401789084,57,264
2019-07-18 14:00:00,229,229,64.95631,55,250
2019-07-18 14:30:00,202,202,64.89565888888887,55,250
2019-07-18 15:00:00,194,194,60.242352777777754,53,241
2019-07-18 15:30:00,207,207,62.22186666666666,51,232
2019-07-18 16:00:00,179,179,70.92616220894686,49,222
2019-07-18 16:30:00,193,193,57.75721722222222,47,211
2019-07-18 17:00:00,182,164,49.00589424042712,44,192
2019-07-18 17:30:00,143,143,41.16090166666667,39,169
2019-07-18 18:00:00,128,127,49.62999243328433,37,160
2019-07-18 18:30:00,103,103,32.71274944444444,37,157
2019-07-18 19:00:00,102,102,34.614371864053254,31,126
2019-07-18 19:30:00,87,87,27.056411666666666,29,120
2019-07-18 20:00:00,91,87,25.568326666666668,28,111
2019-07-18 20:30:00,90,90,27.404050569625163,25,102
2019-07-18 21:00:00,67,63,25.946203888888892,25,97
2019-07-18 21:30:00,61,61,21.721086666666665,21,82
2019-07-18 22:00:00,45,45,21.57444611111111,19,66
2019-07-18 22:30:00,43,43,27.06711555555556,15,48
2019-07-18 23:00:00,21,21,26.413845153493565,12,35
2019-07-18 23:30:00,28,23,7.446760555555556,9,26
2019-07-19 00:00:00,19,19,7.707341111111111,9,23
2019-07-19 00:30:00,12,12,7.3962361111111115,7,16
2019-07-19 01:00:00,8,8,7.994579444444445,7,12
2019-07-19 01:30:00,5,5,6.243118333333333,5,9
2019-07-19 02:00:00,5,5,6.044558888888889,4,6
2019-07-19 02:30:00,2,2,4.6063688888888885,4,5
2019-07-19 03:00:00,2,2,4.414814444444445,3,2
2019-07-19 03:30:00,6,6,4.859561666666667,4,3
2019-07-19 04:00:00,0,0,4.9581,4,3
2019-07-19 04:30:00,3,3,7.413443333333333,4,3
2019-07-19 05:00:00,2,2,7.817173333333333,4,4
2019-07-19 05:30:00,2,2,7.729666111111111,4,5
2019-07-19 06:00:00,8,8,7.877301666666667,5,10
2019-07-19 06:30:00,11,11,14.840324821215479,8,20
2019-07-19 07:00:00,18,18,19.428341192437163,11,29
2019-07-19 07:30:00,36,36,27.65487425287006,15,47
2019-07-19 08:00:00,99,97,30.0228157135498,25,98
2019-07-19 08:30:00,147,146,35.74023653166992,39,167
2019-07-19 09:00:00,186,186,44.943557418841344,52,238
2019-07-19 09:30:00,222,195,47.88348797043667,57,266
2019-07-19 10:00:00,232,42,45.405710000000006,60,277
2019-07-19 10:30:00,218,101,44.61567360362823,64,301
2019-07-19 11:00:00,247,121,44.221448199993276,60,280
2019-07-19 11:30:00,248,156,47.44992420560214,59,269
2019-07-19 12:00:00,250,219,47.628669731759004,55,254
2019-07-19 12:30:00,199,199,49.9620489218544,55,248
2019-07-19 13:00:00,250,195,51.72023105273779,56,255
2019-07-19 13:30:00,280,187,63.251585302091826,57,264
2019-07-19 14:00:00,247,246,63.30121806603567,55,250
2019-07-19 14:30:00,221,221,63.82682601283201,55,250
2019-07-19 15:00:00,230,230,70.96629277777777,53,241
2019-07-19 15:30:00,210,210,73.14631944444444,51,232
2019-07-19 16:00:00,197,197,66.28826963450676,49,222
2019-07-19 16:30:00,199,199,58.77903888888889,47,211
2019-07-19 17:00:00,165,165,53.61187149269019,44,192
2019-07-19 17:30:00,145,145,45.22953666666666,39,169
2019-07-19 18:00:00,120,116,41.23135202720713,37,160
2019-07-19 18:30:00,117,114,30.072768333333336,37,157
2019-07-19 19:00:00,91,91,38.49711088004268,31,126
2019-07-19 19:30:00,91,91,33.645962777777775,29,120
2019-07-19 20:00:00,98,98,31.565984883073426,28,111
2019-07-19 20:30:00,86,86,27.333908333333337,25,102
2019-07-19 21:00:00,84,84,28.15420555555556,25,97
2019-07-19 21:30:00,52,52,22.160057222222225,21,82
2019-07-19 22:00:00,58,58,28.9459617390558,19,66
2019-07-19 22:30:00,44,44,27.10812055555555,15,48
2019-07-19 23:00:00,25,15,27.58777641224701,12,35
2019-07-19 23:30:00,24,22,6.8395061111111115,9,26
2019-07-20 00:00:00,26,18,6.6143366666666665,9,26
2019-07-20 00:30:00,19,19,6.504502222222222,8,21
2019-07-20 01:00:00,14,14,6.986526111111111,9,22
2019-07-20 01:30:00,8,8,5.332140555555556,7,16
2019-07-20 02:00:00,1,1,5.011678333333333,7,13
2019-07-20 02:30:00,4,4,4.348825,4,6
2019-07-20 03:00:00,2,2,4.77282,4,3
2019-07-20 03:30:00,1,1,4.022717222222222,4,3
2019-07-20 04:00:00,2,2,4.0,4,4
2019-07-20 04:30:00,2,2,6.717725555555555,3,2
2019-07-20 05:00:00,5,5,6.507221111111111,4,3
2019-07-20 05:30:00,2,2,6.11596,4,5
2019-07-20 06:00:00,5,5,7.0,5,9
2019-07-20 06:30:00,17,17,12.455399348892408,7,15
2019-07-20 07:00:00,19,19,16.043791764358502,11,29
2019-07-20 07:30:00,44,43,22.905342424725987,13,40
2019-07-20 08:00:00,72,72,24.98385611111111,23,85
2019-07-20 08:30:00,90,90,30.29619677683388,31,123
2019-07-20 09:00:00,144,143,34.58078277777778,41,183
2019-07-20 09:30:00,162,159,34.551693789887494,44,195
2019-07-20 10:00:00,173,128,37.21065063833982,41,180
2019-07-20 10:30:00,144,140,34.377848775064635,45,200
2019-07-20 11:00:00,187,86,34.40246166666667,47,205
2019-07-20 11:30:00,177,41,39.377361958314324,48,215
2019-07-20 12:00:00,150,150,38.35946875505584,44,196
2019-07-20 12:30:00,167,167,43.887062700418156,43,187
2019-07-20 13:00:00,189,177,40.60274611111111,43,185
2019-07-20 13:30:00,179,172,45.712431851869376,40,174
2019-07-20 14:00:00,149,149,49.78336112494691,40,171
2019-07-20 14:30:00,162,162,47.59381777777779,39,167
2019-07-20 15:00:00,158,158,57.863661111111114,39,170
2019-07-20 15:30:00,153,153,57.74951444444445,40,176
2019-07-20 16:00:00,130,130,54.44004833333333,39,166
2019-07-20 16:30:00,149,149,50.44647937496996,33,141
2019-07-20 17:00:00,113,108,43.183304490893164,35,148
2019-07-20 17:30:00,89,89,30.392145000000003,32,132
2019-07-20 18:00:00,100,97,28.956662206926925,32,131
2019-07-20 18:30:00,61,61,22.683245405745232,27,107
2019-07-20 19:00:00,75,75,31.6025932956169,23,88
2019-07-20 19:30:00,76,76,27.565322122044115,20,74
2019-07-20 20:00:00,78,78,28.137724129466882,21,79
2019-07-20 20:30:00,45,45,22.018370000000004,24,95
2019-07-20 21:00:00,48,48,24.739149351686233,23,86
2019-07-20 21:30:00,44,44,22.591795,20,70
2019-07-20 22:00:00,36,36,29.045046902247083,20,70
2019-07-20 22:30:00,37,37,28.383835555555553,17,63
2019-07-20 23:00:00,18,18,27.238661854434984,12,33
2019-07-20 23:30:00,20,20,8.506608333333334,8,19
2019-07-21 00:00:00,14,14,8.691365555555556,11,29
2019-07-21 00:30:00,13,13,8.933814444444444,7,15
2019-07-21 01:00:00,7,7,9.0,7,14
2019-07-21 01:30:00,7,7,6.044022777777778,5,10
2019-07-21 02:00:00,1,1,5.624335,5,7
2019-07-21 02:30:00,0,0,6.336408333333333,4,4
2019-07-21 03:00:00,2,2,6.1617850122630395,4,3
2019-07-21 03:30:00,3,3,5.932277777777777,4,3
2019-07-21 04:00:00,3,3,6.084052777777777,3,2
2019-07-21 04:30:00,0,0,8.897117777777778,4,3
2019-07-21 05:00:00,0,0,8.780380000000001,3,2
2019-07-21 05:30:00,4,4,8.462533333333333,4,4
2019-07-21 06:00:00,3,3,7.869332222222222,5,9
2019-07-21 06:30:00,6,6,11.740879907891943,7,14
2019-07-21 07:00:00,13,13,16.964881646745404,9,22
2019-07-21 07:30:00,19,19,18.426832394442272,12,35
2019-07-21 08:00:00,37,37,18.82369552872444,16,55
2019-07-21 08:30:00,48,48,19.24160670079988,24,91
2019-07-21 09:00:00,57,57,26.34262491374015,31,125
2019-07-21 09:30:00,66,66,26.166431666666668,31,127
2019-07-21 10:00:00,78,78,25.174157222222224,32,135
2019-07-21 10:30:00,86,82,24.478904999999997,32,133
2019-07-21 11:00:00,101,79,23.493046666666668,32,134
2019-07-21 11:30:00,75,74,26.96152049311903,31,125
2019-07-21 12:00:00,85,85,30.260727777777777,35,143
2019-07-21 12:30:00,99,99,32.26543830372684,32,132
2019-07-21 13:00:00,79,79,29.202452777777776,31,124
2019-07-21 13:30:00,101,101,32.87889517729057,31,123
2019-07-21 14:00:00,84,84,38.092066752828266,29,122
2019-07-21 14:30:00,83,83,37.257754444444444,29,117
2019-07-21 15:00:00,96,96,43.40445611111112,31,123
2019-07-21 15:30:00,88,88,42.21052944444445,28,112
2019-07-21 16:00:00,92,92,40.98204947915488,27,107
2019-07-21 16:30:00,69,69,33.084988333333335,25,102
2019-07-21 17:00:00,75,75,28.612422285670068,25,99
2019-07-21 17:30:00,62,62,22.296837222222223,24,94
2019-07-21 18:00:00,61,61,26.52990770061648,24,94
2019-07-21 18:30:00,66,66,22.79198277777778,24,89
2019-07-21 19:00:00,45,45,25.051151640647518,19,67
2019-07-21 19:30:00,39,39,17.78781222222222,21,76
2019-07-21 20:00:00,62,62,18.198890555555554,20,70
2019-07-21 20:30:00,51,51,18.284937222222226,19,68
2019-07-21 21:00:00,59,58,18.64431372857578,20,72
2019-07-21 21:30:00,42,42,15.831347777777777,17,61
2019-07-21 22:00:00,30,30,20.631344107038778,16,51
2019-07-21 22:30:00,25,25,22.031429444444445,13,41
2019-07-21 23:00:00,26,26,21.34884732412788,12,34
2019-07-21 23:30:00,18,18,7.630166666666667,9,23
